id;TemaPrioritario;FONTE;CodiceCategoria;CATEGORIA;UNITA;FinProvincia;FinRegione;TotSpese 
2706;59;Attrazione culturale, naturale e turistica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;18556,2;18556,2;
2708;40;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;13595,68;13595,68;
2711;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;18664,4;18664,4;69324,9
2712;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;10003,92;10003,91;12810,8
2714;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;26007,2;26007,19;96598,14
2715;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;14201,2;14201,2;16823,15
2717;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;17482,5;17482,5;64935
2718;42;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;9270;9270;12360
2719;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;51149,05;51149,05;189982,12
2720;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;14607,08;14607,09;19476,15
2721;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;13595,68;13595,68;
2725;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;42000;42000;156000
2726;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;19144,2;19144,2;24400
2728;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2897,5;2897,5;
2738;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;39520,61;39520,6;237123,58
2739;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;26235,64;26235,64;52471,28
2742;61;Rinnovamento urbano  e rurale;1;STRADALI;PERUGIA;49229,3;49229,31;
2746;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2897,5;2897,5;
2747;57;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;37500;37500;
2779;43;Energia e efficienza energetica;99;ALTRE INFRASTRUTTURE SOCIALI;PERUGIA;30929,22;30929,21;
2803;61;Rinnovamento urbano  e rurale;41;OPERE E STRUTTURE PER IL TURISMO;PERUGIA;7950;7950;37100
2830;9;Ricerca e innovazione;21;SERVIZI ALLE IMPRESE INDUSTRIALI;PERUGIA;6076783;6076783;
2839;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;65875;65875;131750
2844;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;2535;2535;11830
2845;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;8000;8000;16000
2846;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;30000;30000;60000
2850;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;39652,27;39652,27;118956,81
2851;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;7550;7550;15100
2853;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;9500;9500;19000
2881;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;129482,5;129482,5;480935
2882;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;73140;73140;97520
2891;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;103133,52;136266,48;444600
2892;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;56684,66;74895,34;87720
2901;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;19001,64;19001,64;88674,33
2902;61;Rinnovamento urbano  e rurale;10;ABITATIVE;PERUGIA;184392;184392,01;
2903;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;57170,5;57170,5;178766,67
2904;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;15535,84;15535,83;38128,33
2906;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;11550;11550;15400
2907;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;37781,1;37781,1;137800
2913;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;10000;10000;30000
2914;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;7427,2;7427,2;22281,6
2915;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;10000;10000;30000
2918;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;4106;4106;12318
2919;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;5000;5000;15000
2922;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;3825;3825;9350
2923;40;Energia e efficienza energetica;1;SERVIZI E TECNOLOGIE PER L'INFORMAZIONE E LE COMUNICAZIONI;PERUGIA;6250;6250;
2924;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;5000;5000;10000
2925;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;5000;5000;15000
2927;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;4000;4000;12000
2930;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2000;2000;6000
2938;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2980;2980;8940
2941;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2000;2000;6000
2943;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2880;2880;8640
2944;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;4253,04;4253,04;12759,12
2946;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;11250;11250;27500
2952;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;10000;10000;30000
2953;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2400;2400;7200
2960;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;8310;8310;11080
2963;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;3500;3500;10500
2973;42;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;PERUGIA;22423,98;22423,99;
2974;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;13857,64;13857,65;83145,86
2976;60;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;5261,25;5261,25;
2978;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;43344,8;43344,8;130034,4
2981;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;20611,11;20611,11;61833,33
2987;11;Agenda digitale;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2015,8;2015,8;
2988;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2015,8;2015,8;
2989;60;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;12041,4;12041,4;
2991;60;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;21228;21228;
2996;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;4498;4498;13494
2999;60;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;126266,34;126266,34;
3018;60;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;36615;36615;
3020;59;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;11590;11590;
3026;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8296;8296;24888
3028;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;10000;10000;30000
3029;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;9225;9225;22550
3030;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;8939,67;8939,68;41718,49
3034;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8160;8160;24480
3035;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8460;8460;25380
3037;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;9280;9280;27840
3040;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;10000;10000;20000
3041;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;11800;11800;35400
3045;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8228;8228;24684
3048;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8010;8010;24030
3051;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;41599,87;41599,87;124799,61
3056;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;5000;5000;15000
3063;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;PERUGIA;26496,01;26496,01;
3066;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;1677,5;1677,5;
3067;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;1677,5;1677,5;
3068;50;Ambiente e prevenzione dei rischi;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;22332,5;22332,5;
3069;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;7000;7000;21000
3073;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;3000;3000;9000
3074;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2880;2880;8640
3077;42;Energia e efficienza energetica;1;SERVIZI E TECNOLOGIE PER L'INFORMAZIONE E LE COMUNICAZIONI;PERUGIA;3660;3660;
3078;43;Energia e efficienza energetica;1;SERVIZI E TECNOLOGIE PER L'INFORMAZIONE E LE COMUNICAZIONI;PERUGIA;3660;3660;
3080;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;17125;17125;34250
3081;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;8300;8300;24900
3084;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;4014;4014;12042
3085;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;3028,8;3028,8;9086,4
3092;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;86160;113840;250700
3094;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;36833,4;48666,6;85500
3095;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;5000;5000;15000
3096;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;6534,57;6534,57;30494,67
3097;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;5257,27;5257,27;24533,93
3098;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2295;2295;6885
3099;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2860,5;2860,5;8581,5
3105;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;2000;2000;6000
3111;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;PERUGIA;67120,22;67120,21;
3113;42;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;PERUGIA;18651,69;18651,69;
3114;42;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;PERUGIA;47118,28;47118,28;
3121;61;Rinnovamento urbano  e rurale;41;OPERE E STRUTTURE PER IL TURISMO;PERUGIA;34641,09;34641,1;
3133;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;66924;66924;198000
3134;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;23725;23725;71175
3136;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;12200;12200;
3138;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;3250;3250;
3139;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;7000;7000;
3149;58;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;10906,8;10906,8;
3150;58;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;5843,8;5843,8;
3151;58;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;5843,8;5843,8;
3152;58;Attrazione culturale, naturale e turistica;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;PERUGIA;115251,66;115251,67;
3153;58;Attrazione culturale, naturale e turistica;11;BENI CULTURALI;PERUGIA;6194,84;6194,84;
3155;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;4514;4514;
3156;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;4514;4514;
3157;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;1372,5;1372,5;
3167;58;Attrazione culturale, naturale e turistica;11;BENI CULTURALI;PERUGIA;32147,21;32147,21;
3173;58;Attrazione culturale, naturale e turistica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;16470;16470;
3177;41;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2046,55;2046,55;
3178;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2046,55;2046,55;
3192;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;1372,5;1372,5;
3218;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;24967,03;24967,03;149802,19
3223;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;PERUGIA;75004,58;75004,58;354990,84
3228;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;750;750;
3229;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;750;750;
3239;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;311,1;311,1;
3242;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;96075,78;96075,78;576150
3251;53;Ambiente e prevenzione dei rischi;18;TECNOLOGIE INFORMATICHE;PERUGIA;16500;16500;
3252;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;311,1;311,1;
3260;58;Attrazione culturale, naturale e turistica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;16549,91;16549,91;
3267;42;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;732;732;
3269;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;5313,82;7020,95;28781,13
3272;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;10217,89;13500,51;94873,6
3293;51;Ambiente e prevenzione dei rischi;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;145000;145000;
3294;58;Attrazione culturale, naturale e turistica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;23119;23119;
3304;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;PERUGIA;24085,55;24085,55;
3317;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;22196,97;29328,03;79975
3318;61;Rinnovamento urbano  e rurale;12;SPORT, SPETTACOLO E TEMPO LIBERO;PERUGIA;12754,43;12754,43;
3341;43;Energia e efficienza energetica;99;ALTRI SERVIZI PER LA COLLETTIVITA';PERUGIA;2610,8;2610,8;
3356;42;Energia e efficienza energetica;2;SERVIZI E APPLICAZIONI INFORMATICHE PER I CITTADINI E LE IMPRESE;PERUGIA;1677,5;1677,5;
3380;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;48249,6;63750,4;112000
3385;43;Energia e efficienza energetica;2;SERVIZI E APPLICAZIONI INFORMATICHE PER I CITTADINI E LE IMPRESE;PERUGIA;1677,5;1677,5;
3388;56;Attrazione culturale, naturale e turistica;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;64500;64500;
3389;56;Attrazione culturale, naturale e turistica;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;40500;40500;
3390;56;Attrazione culturale, naturale e turistica;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;PERUGIA;60000;60000;
3405;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;4911,12;11400;6488,88
3420;43;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;PERUGIA;10341,3;10341,31;
3421;43;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;PERUGIA;108724,68;108724,68;
3422;43;Energia e efficienza energetica;8;SOCIALI E SCOLASTICHE;PERUGIA;109184,8;109184,8;
3432;61;Rinnovamento urbano  e rurale;1;STRADALI;PERUGIA;60705,18;60705,19;
3449;58;Attrazione culturale, naturale e turistica;41;OPERE E STRUTTURE PER IL TURISMO;PERUGIA;77412;77412;
3477;53;Ambiente e prevenzione dei rischi;18;TECNOLOGIE INFORMATICHE;PERUGIA;158176,27;158176,28;
3479;9;Ricerca e innovazione;21;SERVIZI ALLE IMPRESE INDUSTRIALI;PERUGIA;2198010;2198010;
3482;5;Compet. per le imprese;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;2975;2975;5950
3488;3;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;60132,5;60132,5;120335
3489;6;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;5125;5125;10250
3493;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;45062,5;45062,5;110875
3494;9;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;2500;2500;5000
3503;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;1337;1337;10696
3509;58;Attrazione culturale, naturale e turistica;11;BENI CULTURALI;PERUGIA;5541,98;5541,98;
3512;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;51200;51200;139100
3516;7;Ricerca e innovazione;21;SERVIZI ALLE IMPRESE INDUSTRIALI;PERUGIA;37883,13;37883,13;227298,75
3517;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;PERUGIA;6317;6317;18951
3518;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;32650;32650;195900
3523;7;Ricerca e innovazione;20;SERVIZI ALLE IMPRESE AGRICOLE, FORESTALI E DELLA PESCA;PERUGIA;17797,25;17797,25;106783,5
3524;4;Ricerca e innovazione;20;SERVIZI ALLE IMPRESE AGRICOLE, FORESTALI E DELLA PESCA;PERUGIA;41865;41865;128070
3528;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;28497,26;28497,26;85491,82
3529;5;Compet. per le imprese;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;5333,8;5333,8;12088,4
3530;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;53480;53480;140140
3534;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;100000;100000;820000
3539;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;154500;154500;1191000
3549;7;Ricerca e innovazione;21;SERVIZI ALLE IMPRESE INDUSTRIALI;PERUGIA;25712,5;25712,5;154275
3559;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;20750;20750;41500
3560;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;40897,5;40897,5;151905
3568;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;5062,5;5062,5;10125
3569;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;40140;40140;103020
3592;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;29600;29600;236800
3593;11;Agenda digitale;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;11000;11000;33000
3594;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;46905;46905;129790
3607;11;Agenda digitale;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;2062,5;2062,5;10875
3608;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;32325;32325;87350
3612;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;65671;65671;394026
3615;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;14296,42;14296,42;71598,02
3619;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;PERUGIA;22624,54;22624,54;164820,92
3628;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;13750;13750;110000
3629;5;Compet. per le imprese;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;4455;4455;10890
3630;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;40607,5;40607,5;101685
3637;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;16137,5;16137,5;96825
3638;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;37135;37135;137930
3639;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;4206,25;4206,25;8412,5
3640;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;PERUGIA;40592,5;40592,5;101915
3650;5;Compet. per le imprese;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;12500;12500;25000
3651;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;PERUGIA;55937,5;55937,5;176125
830;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;SLL MULTIPLO;7763,89;7763,89;15527,78
1292;11;Agenda digitale;17;INFRASTRUTTURE PER TELECOMUNICAZIONI;SLL MULTIPLO;208000;208000;
1293;11;Agenda digitale;17;INFRASTRUTTURE PER TELECOMUNICAZIONI;SLL MULTIPLO;790000;790000;
1586;51;Ambiente e prevenzione dei rischi;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;SLL MULTIPLO;50000;50000;
1646;54;Ambiente e prevenzione dei rischi;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;SLL MULTIPLO;29082,24;29082,24;
120;85;Rafforzamento capacitÃ  della PA;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;SLL NON ATTRIBUIBILE;715200;715200;
