id;TemaPrioritario;FONTE;CodiceCategoria;CATEGORIA;UNITA;FinProvincia;FinRegione;TotSpese 
1760;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;30930;30930;95740
1773;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;48227,5;48227,5;146345
1774;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;39870;39870;104160
1849;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;9362,97;9362,96;56177,8
1850;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;38807,04;38807,04;232842,19
1861;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;12180;12180;56840
1864;43;Energia e efficienza energetica;41;OPERE E STRUTTURE PER IL TURISMO;CITTA DI CASTELLO;12889,2;12889,2;38667,6
1867;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;100000;100000;423400
1874;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;26765,96;26765,96;124907,83
1877;4;Ricerca e innovazione;13;OPERE,  IMPIANTI ED ATTREZZATURE PER L'AGRICOLTURA, LA ZOOTECNIA E L'AGROALIMENTARE;CITTA DI CASTELLO;53607,5;53607,5;156185
1881;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;60057,5;60057,5;194785
1886;43;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;23000;23000;69000
1942;40;Energia e efficienza energetica;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;72724,24;72724,24;463351,52
2001;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;60800;60800;182400
2012;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;CITTA DI CASTELLO;81436,7;81436,7;
2013;61;Rinnovamento urbano  e rurale;5;TRASPORTO URBANO;CITTA DI CASTELLO;75000;75000;
2014;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;CITTA DI CASTELLO;118660,67;118660,67;
2022;61;Rinnovamento urbano  e rurale;8;SOCIALI E SCOLASTICHE;CITTA DI CASTELLO;19946,77;19946,78;
2034;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;CITTA DI CASTELLO;111775,38;111775,37;
2035;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;CITTA DI CASTELLO;23861,68;23861,69;
2046;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;9875,44;9875,44;46085,38
2061;61;Rinnovamento urbano  e rurale;1;STRADALI;CITTA DI CASTELLO;701597,44;701597,44;
2099;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;43920;43920;58560
2121;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;11133,75;11133,75;51957,5
2146;53;Ambiente e prevenzione dei rischi;8;SOCIALI E SCOLASTICHE;CITTA DI CASTELLO;62250,77;62250,77;
2224;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;CITTA DI CASTELLO;4980;4980;14940
2255;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;CITTA DI CASTELLO;5000;5000;15000
2260;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;CITTA DI CASTELLO;8657,5;8657,5;17315
2293;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;2918,94;2918,94;13621,75
2294;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;7281,23;7281,23;33979,03
2300;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;3250;3250;6500
2316;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;CITTA DI CASTELLO;118720,65;156861,18;
2329;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;5100;5100;10200
2359;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;8650;8650;17300
2361;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;4237,5;4237,5;8475
2381;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;975;975;1950
2383;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;5000;5000;10000
2384;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;2075;2075;
2413;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;4225;4225;8450
2424;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;4412,5;4412,5;8825
2431;70;Occupazione e mobilitÃ  dei lavoratori;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;3607,5;3607,5;7215
2438;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;1600;1600;3200
2441;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;5672,5;5672,5;11345
2447;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;2039,79;2039,79;9519,01
2455;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;2700;2700;5400
2493;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;41464,5;54785,5;288750
2504;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;100000;100000;800000
2509;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;3125;3125;6250
2519;7;Ricerca e innovazione;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;51800;51800;310800
2557;5;Compet. per le imprese;39;INFRASTRUTTURE PER L'ATTREZZATURA DI AREE PRODUTTIVE;CITTA DI CASTELLO;3000;3000;6000
2613;60;Attrazione culturale, naturale e turistica;99;ALTRI SERVIZI PER LA COLLETTIVITA';CITTA DI CASTELLO;25000;25000;
2652;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';CITTA DI CASTELLO;750;750;
2653;53;Ambiente e prevenzione dei rischi;41;SERVIZI DI ASSISTENZA TECNICA ALLA P.A.;CITTA DI CASTELLO;4250;4250;
2677;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';CITTA DI CASTELLO;1500;1500;
2686;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5058,69;5058,69;23607,21
2687;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2141,74;2141,73;9994,75
2699;53;Ambiente e prevenzione dei rischi;99;ALTRI SERVIZI PER LA COLLETTIVITA';CITTA DI CASTELLO;500;500;
2737;43;Energia e efficienza energetica;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;82442,5;82442,5;306215
2843;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;CITTA DI CASTELLO;83887,5;83887,5;167775
2852;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;CITTA DI CASTELLO;9293,74;9293,73;27881,31
2883;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;79170;79170;294060
2884;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;44460;44460;59280
2935;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1343,23;1343,22;12658,44
2936;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;12028,73;12028,74;56134,12
2947;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;8285,85;8285,85;38667,33
2948;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;23550;23550;109900
2949;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;10124,04;10124,04;47327,5
2961;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2850;2850;13300
2962;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3391,72;3391,73;15828,05
2968;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;4317,94;4317,94;20150,35
2969;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2100;2100;9800
2984;7;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;29849;29849;89547
2985;40;Energia e efficienza energetica;6;PRODUZIONE  DI ENERGIA;CITTA DI CASTELLO;39732,16;39732,17;
2986;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;363;363;1694
2990;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2420,25;2420,25;11294,5
2998;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2351,29;2351,3;10972,7
3000;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1095;1095;5110
3001;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2623,02;2623,02;12250,67
3004;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;808,5;808,5;4514
3005;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1924,95;1924,96;8983,13
3006;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5025;5025;23449,9
3009;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1923,46;1923,47;8976,16
3023;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5386,5;5386,5;25136,99
3024;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;6375;6375;29750
3025;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2344,1;2344,09;10939,11
3031;61;Rinnovamento urbano  e rurale;8;SOCIALI E SCOLASTICHE;CITTA DI CASTELLO;9182,73;9182,73;
3032;61;Rinnovamento urbano  e rurale;8;SOCIALI E SCOLASTICHE;CITTA DI CASTELLO;53411,44;53411,45;249253,42
3038;11;Agenda digitale;18;TECNOLOGIE INFORMATICHE;CITTA DI CASTELLO;14890;14890;29780
3043;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;4003,65;4003,65;18683,7
3044;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;9245,54;9245,54;43145,85
3053;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5075,81;5075,82;23687,12
3059;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5850;5850;27300,03
3060;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;928,32;928,32;4232,16
3064;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;301,34;301,34;1406,4
3065;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;313,09;313,09;1461,07
3089;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;13936;13936;65035,65
3090;6;Ricerca e innovazione;11;PROTEZIONE, VALORIZZAZIONE E FRUIZIONE DELL'AMBIENTE;CITTA DI CASTELLO;48949,65;64675,35;113625
3112;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;7056;7056;42336
3117;43;Energia e efficienza energetica;11;BENI CULTURALI;CITTA DI CASTELLO;34325,13;34325,14;
3174;61;Rinnovamento urbano  e rurale;99;ALTRI SERVIZI PER LA COLLETTIVITA';CITTA DI CASTELLO;78520,07;78520,08;
3176;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;7818,83;7818,83;36487,86
3184;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1959,9;1959,9;9146,2
3185;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1393,11;1393,11;6501,19
3188;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3974,77;3974,77;18548,91
3189;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;29966,19;29966,2;139842,23
3190;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1374,69;1374,7;6415,25
3193;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3027,14;3027,15;14135,69
3194;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;4892,3;4892,31;22857,74
3195;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;9297,57;9297,57;43388,66
3196;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1963,44;1963,44;9162,92
3197;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;273,54;273,54;1276,53
3198;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;819,98;819,99;3826,61
3199;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;945,71;945,72;4413,35
3201;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3450;3450;16100
3202;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;16009,48;16009,48;74579,76
3203;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1638,7;1638,71;7647,28
3206;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3783,45;3783,45;17656,1
3207;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;5596,87;5596,87;26123,71
3213;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2518,63;2518,64;11753,62
3214;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;762,01;762,01;3556,06
3215;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;753,66;753,67;3517,09
3216;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1792,5;1792,5;8365
3217;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;8513,32;8513,33;39728,86
3219;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3391,5;3391,5;15827
3220;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;1701,79;1701,8;7949,05
3224;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;883,79;883,8;4124,39
3225;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;6587,86;6587,86;30743,35
3226;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;6387,3;6387,3;29817,42
3227;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;3072;3072,01;14336,02
3244;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;21539,78;28459,72;200000,5
3246;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;21539,89;28459,86;200000,25
3247;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;6679,65;6679,65;31171,7
3248;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;800,54;800,54;3735,84
3249;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;2938,2;2938,2;13711,59
3250;61;Rinnovamento urbano  e rurale;42;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;CITTA DI CASTELLO;86,66;86,66;404,42
3271;6;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;2599,68;3434,85;14080,58
3406;61;Rinnovamento urbano  e rurale;11;BENI CULTURALI;CITTA DI CASTELLO;167986,35;167986,36;
3437;61;Rinnovamento urbano  e rurale;17;INFRASTRUTTURE PER TELECOMUNICAZIONI;CITTA DI CASTELLO;67332,58;67332,59;
3438;61;Rinnovamento urbano  e rurale;99;ALTRE INFRASTRUTTURE SOCIALI;CITTA DI CASTELLO;37632,34;37632,34;
3446;53;Ambiente e prevenzione dei rischi;5;DIFESA DEL SUOLO;CITTA DI CASTELLO;503745,08;503745,08;
3525;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;26000;26000;156000
3526;5;Compet. per le imprese;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;11340;11340;22680
3527;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;51152,5;51152,5;189995
3540;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;CITTA DI CASTELLO;75000;75000;1350000
3555;7;Ricerca e innovazione;2;AEROPORTUALI;CITTA DI CASTELLO;100000;100000;1300000
3575;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;27125;27125;162750
3576;5;Compet. per le imprese;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;20310;20310;40620
3577;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;64732,5;64732,5;202390,96
3595;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;8212,5;8212,5;16425
3596;11;Agenda digitale;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;10370;10370;31110
3597;4;Ricerca e innovazione;21;SERVIZI ALLE IMPRESE INDUSTRIALI;CITTA DI CASTELLO;102262,5;102262,5;264475
3598;5;Compet. per le imprese;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;10650;10650;21300
3599;4;Ricerca e innovazione;39;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;CITTA DI CASTELLO;34307,5;34307,5;88785
3633;7;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;48750;48750;292500
3634;11;Agenda digitale;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;11032,19;11032,19;33096,57
3635;4;Ricerca e innovazione;62;PROGETTI DI RICERCA E  DI INNOVAZIONE PRESSO IMPRESE;CITTA DI CASTELLO;73115;73115;271570
3645;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;CITTA DI CASTELLO;24394,86;24394,86;439107,53
3646;4;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;CITTA DI CASTELLO;84790;84790;207720
3668;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;CITTA DI CASTELLO;12875;12875;77250
2523;43;Energia e efficienza energetica;16;DISTRIBUZIONE DI ENERGIA;CORTONA;13445,56;13445,56;
3;5;Compet. per le imprese;18;TECNOLOGIE INFORMATICHE;FOLIGNO;30351,82;30351,82;112735,36
7;6;Ricerca e innovazione;18;TECNOLOGIE INFORMATICHE;FOLIGNO;1570869,64;1570869,64;646957,92
8;5;Compet. per le imprese;18;TECNOLOGIE INFORMATICHE;FOLIGNO;48600;48600;226800
14;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;FOLIGNO;140000;140000;1120000
15;7;Ricerca e innovazione;25;SERVIZI ALLE IMPRESE DEL COMMERCIO;FOLIGNO;140000;140000;1120000
33;4;Ricerca e innovazione;18;TECNOLOGIE INFORMATICHE;FOLIGNO;117800;117800;706800
34;4;Ricerca e innovazione;40;OPERE E INFRASTRUTTURE PER LA RICERCA;FOLIGNO;118600;118600;603600
35;5;Compet. per le imprese;40;OPERE E INFRASTRUTTURE PER LA RICERCA;FOLIGNO;16250;16250;32500
37;5;Compet. per le imprese;18;TECNOLOGIE INFORMATICHE;FOLIGNO;28437,5;28437,5;105625
142;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;9631,25;9631,25;19262,5
143;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;2925;2925;5850
148;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;4025;4025;8050
149;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;2043,75;2043,75;4087,5
165;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;4125;4125;8250
168;5;Compet. per le imprese;21;SERVIZI ALLE IMPRESE INDUSTRIALI;FOLIGNO;4575;4575;9150
